Sample_Date,Mean viral gene copies/L,smoothed,zscore
2022-10-25,128510.5,127690.14285714286,-1.0433610203786792
2022-10-26,104706.0,138629.04761904763,-1.0795500780245413
2022-10-27,119214.5,156124.57142857142,-1.0574933684589134
2022-10-28,133723.0,173372.0357142857,-1.0354366588932855
2022-10-29,196042.0,196118.17857142858,-0.9406955014048918
2022-10-30,258361.0,224363.0,-0.8459543439164979
2022-10-31,273047.25,252633.2142857143,-0.8236274079232387
2022-11-01,287733.5,268725.8333333333,-0.8013004719299794
2022-11-02,302419.75,265810.78571428574,-0.7789735359367203
2022-11-03,317106.0,243888.07142857142,-0.756646599943461
2022-11-04,246371.3333333333,228075.25,-0.8641817689056669
2022-11-05,175636.66666666666,218372.32142857142,-0.9717169378678727
2022-11-06,104902.0,201430.07142857142,-1.0792521068300784
2022-11-07,162357.5,177248.5,-0.9919047396695911
2022-11-08,219813.0,158030.59523809524,-0.9045573725091038
2022-11-09,183824.0,154170.11224489796,-0.959270052700535
2022-11-10,147835.0,165667.05102040814,-1.0139827328919664
2022-11-11,111846.0,174208.5306122449,-1.0686954130833974
2022-11-12,148613.2857142857,179794.5510204082,-1.012799535320951
2022-11-13,185380.57142857145,195774.32653061228,-0.9569036575585042
2022-11-14,222147.8571428572,222147.85714285713,-0.9010077797960575
2022-11-15,258915.14285714287,258915.14285714287,-0.845111902033611
2022-11-16,295682.4285714286,320557.74489795923,-0.7892160242711642
2022-11-17,332449.7142857143,407075.66326530615,-0.7333201465087176
2022-11-18,369217.0,486348.04081632657,-0.6774242687462709
2022-11-19,580111.5,558374.8775510205,-0.356809543896128
2022-11-20,791006.0,630536.3877551021,-0.036194819045985045
2022-11-21,777054.5,702832.5714285715,-0.05740474312530797
2022-11-22,763103.0,775263.4285714285,-0.07861466720463091
2022-11-23,800813.0,850015.3571428572,-0.021285617494473025
2022-11-24,838523.0,927088.3571428572,0.03604343221568485
2022-11-25,876233.0,1038603.2857142857,0.09337248192584273
2022-11-26,1103375.0,1184560.142857143,0.4386876505618725
2022-11-27,1330517.0,1357578.7142857143,0.7840028191979022
2022-11-28,1557659.0,1386728.857142857,1.129317987833932
2022-11-29,1784801.0,1398382.7142857143,1.4746331564699615
2022-11-30,2011943.0,1365478.5714285714,1.8199483251059914
2022-12-01,1042574.0,1288016.4285714286,0.3462542495693689
2022-12-02,957810.0,1178732.857142857,0.2173908295313996
2022-12-03,873046.0,1037627.8571428572,0.08852740949343028
2022-12-04,788282.0,873846.0714285715,-0.04033601054453901
2022-12-05,792674.0,858317.6428571428,-0.03365902337065905
2022-12-06,797066.0,841287.3928571428,-0.026982036196779084
2022-12-07,865470.5,822755.3214285715,0.07701067080132472
2022-12-08,933875.0,802721.4285714285,0.18100337779942852
2022-12-09,838598.25,768449.1428571428,0.03615783187070181
2022-12-10,743321.5,755204.0,-0.10868771405802491
2022-12-11,648044.75,753841.3571428572,-0.25353325998675164
2022-12-12,552768.0,764361.2142857143,-0.39837880591547836
2022-12-13,704350.0,772727.7976190476,-0.1679345732672378
2022-12-14,855932.0,778941.1071428572,0.06250965938100277
2022-12-15,1007514.0,783001.1428571428,0.2929538920292433
2022-12-16,897164.3333333334,776737.7857142857,0.12519357577804516
2022-12-17,786814.6666666666,724885.5,-0.04256674047315319
2022-12-18,676465.0,753976.0,-0.21032705672435134
2022-12-19,508924.5,864009.2857142857,-0.46503237767276573
2022-12-20,341384.0,971741.0,-0.7197376986211801
2022-12-21,1059565.5,1077171.142857143,0.3720857676852572
2022-12-22,1777747.0,1180299.7142857143,1.4639092339916944
2022-12-23,1651286.3333333333,1321722.7857142857,1.2716559896078958
2022-12-24,1524825.6666666667,1501440.357142857,1.0794027452240977
2022-12-25,1398365.0,1627877.7142857143,0.8871495008402992
2022-12-26,1498886.0,1701034.857142857,1.0399676765474002
2022-12-27,1599407.0,1841574.9523809522,1.1927858522545012
2022-12-28,1944627.0,1961562.8730158731,1.7176104224199933
2022-12-29,2289847.0,2060998.6190476192,2.242434992585485
2022-12-30,2635067.0,2107456.238095238,2.767259562750977
2022-12-31,2364741.111111111,2100935.7301587304,2.35629360353449
2023-01-01,2094415.2222222225,2006480.0952380951,1.9453276443180034
2023-01-02,1824089.3333333333,1824089.3333333335,1.534361685101516
2023-01-03,1553763.4444444445,1553763.4444444445,1.1233957258850291
2023-01-04,1283437.5555555555,1283437.5555555555,0.712429766668542
2023-01-05,1013111.6666666667,1013111.6666666666,0.3014638074520551
2023-01-06,742785.777777778,785359.761904762,-0.10950215176443176
2023-01-07,472459.888888889,600181.8412698414,-0.5204681109809189
2023-01-08,202134.0,457739.76190476195,-0.9314340701974062
2023-01-09,229826.0,358033.52380952385,-0.8893349971511666
2023-01-10,257518.0,289913.8888888889,-0.8472359241049271
2023-01-11,286343.0,253380.85714285713,-0.8034143951233492
2023-01-12,315168.0,248434.42857142858,-0.7595928661417715
2023-01-13,265948.3333333333,252051.85714285713,-0.8344196154669037
2023-01-14,216728.6666666667,264233.14285714284,-0.9092463647920357
2023-01-15,167509.0,263209.9285714286,-0.9840731141171679
2023-01-16,255148.0,248982.2142857143,-0.8508389431400126
2023-01-17,342787.0,247814.7857142857,-0.7176047721628573
2023-01-18,279180.5,259707.64285714287,-0.8143032659414083
2023-01-19,215574.0,284660.78571428574,-0.9110017597199592
2023-01-20,257776.3333333333,275523.78571428574,-0.8468431899625656
2023-01-21,299978.6666666667,252702.40476190476,-0.7826846202051717
2023-01-22,342181.0,237803.14285714287,-0.718526050447778
2023-01-23,191189.0,230826.0,-0.9480733289902377
2023-01-24,183037.3333333333,232808.0,-0.9604659915082429
2023-01-25,174885.66666666666,243749.14285714287,-0.9728586540262478
2023-01-26,166734.0,263649.4285714286,-0.9852513165442528
2023-01-27,271650.3333333333,281836.0,-0.8257510861259512
2023-01-28,376566.6666666666,277903.0952380952,-0.6662508557076493
2023-01-29,481483.0,281543.78571428574,-0.5067506252893474
2023-01-30,318495.0,292758.0714285714,-0.7545349571418856
2023-01-31,155507.0,283764.88095238095,-1.0023192889944237
2023-02-01,200370.5,254564.2142857143,-0.9341150508169729
2023-02-02,245234.0,205156.07142857142,-0.8659108126395222
2023-02-03,208698.0,190728.5634920635,-0.921455075705296
2023-02-04,172162.0,211281.6904761905,-0.9769993387710697
2023-02-05,135626.0,237122.38095238098,-1.0325436018368435
2023-02-06,217502.44444444444,268250.6349206349,-0.9080700204619684
2023-02-07,299378.8888888889,316294.9523809524,-0.7835964390870935
2023-02-08,381255.3333333333,381255.3333333334,-0.6591228577122186
2023-02-09,463131.77777777775,463131.7777777778,-0.5346492763373436
2023-02-10,545008.2222222222,545008.2222222222,-0.41017569496246853
2023-02-11,626884.6666666666,626884.6666666666,-0.2857021135875936
2023-02-12,708761.111111111,706259.1904761904,-0.16122853221271877
2023-02-13,790637.5555555555,783131.7936507936,-0.036754950837843706
2023-02-14,872514.0,810663.3333333333,0.08771863053703136
2023-02-15,936877.0,788853.8095238095,0.18556720191053683
2023-02-16,1001240.0,717703.2222222221,0.2834157732840423
2023-02-17,737729.0,627890.7142857143,-0.11718977479798932
2023-02-18,474218.0,519416.28571428574,-0.517795322880021
2023-02-19,210707.0,403164.6857142857,-0.9184008709620526
2023-02-20,161950.0,279135.9142857143,-0.9925242461070584
2023-02-21,113193.0,194169.11428571425,-1.0666476212520641
2023-02-22,123115.8,148264.2857142857,-1.0515623734540276
2023-02-23,133038.6,141421.42857142858,-1.0364771256559913
2023-02-24,142961.4,137627.42857142858,-1.0213918778579547
2023-02-25,152884.2,136882.2857142857,-1.0063066300599184
2023-02-26,162807.0,206519.17142857143,-0.9912213822618818
2023-02-27,135392.0,346538.0857142857,-1.0328993429567632
2023-02-28,107977.0,471080.60000000003,-1.0745773036516446
2023-03-01,610574.0,580146.7142857143,-0.31049858720570944
2023-03-02,1113171.0,673736.4285714285,0.45358012924022584
2023-03-03,1014759.0,736359.0714285715,0.30396818439599205
2023-03-04,916347.0,768014.6428571428,0.15435623955175823
2023-03-05,817935.0,731098.5571428572,0.0047442947075244084
2023-03-06,573750.5,625610.8142857143,-0.36647992536540175
2023-03-07,329566.0,537409.8428571428,-0.737704145438328
2023-03-08,352161.4,466495.64285714284,-0.7033532356048381
2023-03-09,374756.8,412868.21428571426,-0.6690023257713483
2023-03-10,397352.2,392277.21428571426,-0.6346514159378585
2023-03-11,419947.6,404722.64285714284,-0.6003005061043687
2023-03-12,442543.0,412093.0857142857,-0.5659495962708788
2023-03-13,429613.5,414388.5428571428,-0.585605813407646
2023-03-14,416684.0,405135.4666666667,-0.605262030544413
2023-03-15,403754.5,384333.85714285716,-0.6249182476811801
2023-03-16,390825.0,351983.71428571426,-0.6445744648179471
2023-03-17,332580.6666666667,320669.0,-0.7331210646854006
2023-03-18,274336.3333333333,290389.71428571426,-0.8216676645528542
2023-03-19,216092.0,263603.9857142857,-0.9102142644203076
2023-03-20,210410.5,240311.81428571427,-0.9188516284067373
2023-03-21,204729.0,226986.7476190476,-0.927488992393167
2023-03-22,216254.4,223628.7857142857,-0.9099673740020385
2023-03-23,227779.8,230237.92857142858,-0.89244575561091
2023-03-24,239305.2,237905.64285714287,-0.8749241372197817
2023-03-25,250830.6,246631.92857142858,-0.8574025188286533
2023-03-26,262356.0,263995.0857142857,-0.8398809004375247
2023-03-27,264084.5,289995.1142857143,-0.8372531289598263
2023-03-28,265813.0,312006.3238095238,-0.8346253574821278
2023-03-29,337796.5,330028.71428571426,-0.7251916356626861
2023-03-30,409780.0,344062.28571428574,-0.6157579138432443
2023-03-31,393383.6666666667,356302.85714285716,-0.6406846231705046
2023-04-01,376987.3333333333,366750.4285714286,-0.6656113324977649
2023-04-02,360591.0,365368.5714285714,-0.6905380418250252
2023-04-03,349768.5,352157.28571428574,-0.7069910686213174
2023-04-04,338946.0,351095.4285714286,-0.7234440954176098
2023-04-05,328123.5,362183.0,-0.7398971222139021
2023-04-06,317301.0,385420.0,-0.7563501490101945
2023-04-07,385950.6666666667,396346.35714285716,-0.6519847246421462
2023-04-08,454600.3333333334,394962.0714285714,-0.5476193002740978
2023-04-09,523250.0,445000.0714285714,-0.44325387590604953
2023-04-10,426253.0,546460.3571428572,-0.5907146511576058
2023-04-11,329256.0,600085.7857142857,-0.7381754264091619
2023-04-12,678389.5,605876.3571428572,-0.20740131405219014
2023-04-13,1027523.0,563832.0714285715,0.3233727983047816
2023-04-14,761328.6666666667,556560.9285714285,-0.08131211732049015
2023-04-15,495134.3333333334,584062.9285714285,-0.4859970329457621
2023-04-16,228940.0,546690.6428571428,-0.890681948571034
2023-04-17,375355.0,444444.0714285714,-0.6680929055237583
2023-04-18,521770.0,374550.0238095238,-0.4455038624764827
2023-04-19,416783.5,337008.5,-0.6051107645553873
2023-04-20,311797.0,331819.5,-0.7647176666342917
2023-04-21,272070.3333333333,306845.59523809527,-0.825112576423531
2023-04-22,232343.6666666667,262086.7857142857,-0.8855074862127698
2023-04-23,192617.0,233457.57142857142,-0.945902396002009
2023-04-24,200537.66666666663,249132.0,-0.9338609138203351
2023-04-25,208458.3333333333,256332.2857142857,-0.9218194316386612
2023-04-26,216379.0,255058.42857142858,-0.9097779494569872
2023-04-27,421518.0,245310.42857142858,-0.5979130879217955
2023-04-28,322472.3333333333,252976.47619047618,-0.7484883716107126
2023-04-29,223426.66666666663,278056.5714285714,-0.8990636552996296
2023-04-30,124381.0,310760.5714285714,-1.0496389389885465
2023-05-01,254200.0,322914.4285714286,-0.8522801507540468
2023-05-02,384019.0,346255.980952381,-0.6549213625195471
2023-05-03,445307.0,380785.22857142857,-0.5617475943244753
2023-05-04,506595.0,426502.17142857146,-0.46857382612940357
2023-05-05,485863.2,450711.85714285716,-0.5000915771975831
2023-05-06,465131.4,453414.28571428574,-0.5316093282657627
2023-05-07,444399.6,479079.78571428574,-0.5631270793339422
2023-05-08,423667.8,527708.3571428572,-0.5946448304021218
2023-05-09,402936.0,568015.6142857142,-0.6261625814703013
2023-05-10,624965.5,600001.5571428572,-0.2886197482000415
2023-05-11,846995.0,623666.1857142857,0.048923085070218336
2023-05-12,768014.0,617984.3571428572,-0.0711486644699031
2023-05-13,689033.0,582956.0714285715,-0.19122041401002454
2023-05-14,610052.0,524440.3571428572,-0.311292163550146
2023-05-15,383895.0,442437.21428571426,-0.6551098749078806
2023-05-16,157738.0,367877.35714285716,-0.9989275862656154
2023-05-17,215355.5,300760.78571428574,-0.9113339367913375
2023-05-18,272973.0,241087.5,-0.8237402873170595
2023-05-19,246095.0,215823.5,-0.8646018677495607
2023-05-20,219217.0,224968.7857142857,-0.905463448182062
2023-05-21,192339.0,243574.07142857142,-0.9463250286145634
2023-05-22,207047.0,271639.35714285716,-0.9239650269402859
2023-05-23,221755.0,300869.6904761905,-0.9016050252660084
2023-05-24,345592.5,331265.0714285714,-0.7133396793768099
2023-05-25,469430.0,362825.5,-0.5250743334876113
2023-05-26,450707.3333333333,378573.0,-0.5535376771110548
2023-05-27,431984.6666666667,378507.5714285714,-0.5820010207344981
2023-05-28,413262.0,360494.4142857143,-0.6104643643579415
2023-05-29,317279.5,324533.5285714286,-0.7563828346259136
2023-05-30,221297.0,290990.6523809524,-0.9023013048938857
2023-05-31,219500.4,259865.7857142857,-0.905032606159048
2023-06-01,217703.8,231158.92857142858,-0.9077639074242102
2023-06-02,215907.2,215869.2142857143,-0.9104952086893726
