Date,avg_wind_speed_m_s,Mean viral gene copies/L,smoothed,zscore
2022-04-26,9.527065,520617.5,521535.5,-0.447255963505148
2022-04-27,13.965172,526526.75,528593.071428572,-0.438272360031275
2022-04-28,11.857963,532436,536568.642857143,-0.429288756557402
2022-04-29,9.343041,543166.666666667,548042.392857143,-0.412975340414297
2022-04-30,7.7515354,553897.333333333,563014.321428572,-0.396661924271193
2022-05-01,15.4916,564628,576855.071428572,-0.380348508128088
2022-05-02,10.755524,595024.5,589564.642857143,-0.334137888676622
2022-05-03,11.531678,625421,601877.30952381,-0.287927269225155
2022-05-04,8.294742,623412,613793.071428572,-0.290981473968398
2022-05-05,9.126992,621403,625311.928571429,-0.294035678711642
2022-05-06,8.439252,629355.333333333,634415.071428572,-0.28194605492542
2022-05-07,12.861134,637307.666666667,641102.5,-0.269856431139199
2022-05-08,17.672869,645260,648665.526785714,-0.257766807352977
2022-05-09,13.82502,658746.5,657104.151785714,-0.237263804729905
2022-05-10,13.333656,672233,664995.327380952,-0.216760802106833
2022-05-11,12.588161,676353.1875,672339.053571429,-0.210497040929356
2022-05-12,12.574508,680473.375,679135.330357143,-0.204233279751878
2022-05-13,8.267974,684593.5625,684593.5625,-0.197969518574401
2022-05-14,7.0685253,688713.75,688713.75,-0.191705757396924
2022-05-15,9.351874,692833.9375,692833.9375,-0.185441996219446
2022-05-16,11.763494,696954.125,696954.125,-0.179178235041969
2022-05-17,12.433383,701074.3125,701074.3125,-0.172914473864492
2022-05-18,11.682416,705194.5,705194.5,-0.166650712687014
2022-05-19,12.68072,709314.6875,709314.6875,-0.160386951509537
2022-05-20,20.437613,713434.875,713434.875,-0.15412319033206
2022-05-21,14.575259,717555.0625,717555.0625,-0.147859429154582
2022-05-22,10.007336,721675.25,721675.25,-0.141595667977105
2022-05-23,9.188616,725795.4375,725795.4375,-0.135331906799628
2022-05-24,6.9852633,729915.625,730463.788690476,-0.12906814562215
2022-05-25,8.372169,734035.8125,735680.303571429,-0.122804384444673
2022-05-26,9.541958,738156,741444.982142857,-0.116540623267195
2022-05-27,10.956108,746113.333333333,747513.348214286,-0.104443398174993
2022-05-28,10.9098015,754070.666666667,753885.401785714,-0.0923461730827901
2022-05-29,13.337829,762028,760561.142857143,-0.0802489479905874
2022-05-30,10.108052,768274,764849.285714286,-0.0707533965588811
2022-05-31,10.846154,774520,767681.523809524,-0.0612578451271747
2022-06-01,9.459937,780766,769057.857142857,-0.0517622936954684
2022-06-02,9.86304,768173,768978.285714286,-0.0709069429397012
2022-06-03,9.19065,765939,767687.285714286,-0.0743032064520982
2022-06-04,9.380731,763705,765184.857142857,-0.0776994699644953
2022-06-05,10.570524,761471,761471,-0.0810957334768923
2022-06-06,11.483468,759237,759237,-0.0844919969892894
2022-06-07,11.510064,757003,756220.619047619,-0.0878882605016864
2022-06-08,8.946848,754769,752421.857142857,-0.0912845240140835
2022-06-09,9.3322,752535,747840.714285714,-0.0946807875264805
2022-06-10,8.759838,744824.333333333,743727.857142857,-0.106403014856944
2022-06-11,9.314909,737113.666666667,740083.285714286,-0.118125242187408
2022-06-12,9.48281,729403,736907,-0.129847469517872
2022-06-13,10.399035,730447,732512.714285714,-0.128260316828999
2022-06-14,10.734196,731491,727682.80952381,-0.126673164140126
2022-06-15,8.761749,732535,722417.285714286,-0.125086011451253
2022-06-16,9.340585,721775,716716.142857143,-0.14144402192278
2022-06-17,10.393457,711015,709008.714285714,-0.157802032394307
2022-06-18,10.246852,700255,699295,-0.174160042865835
2022-06-19,9.986542,689495,690433.349206349,-0.190518053337362
2022-06-20,7.905107,676495,684110.047619048,-0.210281448888464
2022-06-21,9.2430315,663495,680325.095238095,-0.230044844439566
2022-06-22,11.627255,670503.444444445,679078.492063492,-0.219390178304683
2022-06-23,11.542561,677511.888888889,680370.238095238,-0.2087355121698
2022-06-24,10.827022,684520.333333333,684520.333333333,-0.198080846034917
2022-06-25,11.405177,691528.777777778,691528.777777778,-0.187426179900034
2022-06-26,8.491422,698537.222222222,698537.222222222,-0.176771513765151
2022-06-27,8.120065,705545.666666667,705545.666666667,-0.166116847630269
2022-06-28,7.228415,712554.111111111,713001.797619048,-0.155462181495386
2022-06-29,8.848662,719562.555555556,720905.615079365,-0.144807515360503
2022-06-30,9.563945,726571,729257.119047619,-0.13415284922562
2022-07-01,9.374898,736713.25,738056.30952381,-0.118733980108069
2022-07-02,10.08571,746855.5,753241.436507937,-0.103315110990518
2022-07-03,9.951591,756997.75,795819.785714286,-0.0878962418729667
2022-07-04,9.685557,767140,865791.357142857,-0.0724773727554156
2022-07-05,10.443443,818850,953771.369047619,0.00613533370208274
2022-07-06,14.189067,1017611,1059759.82142857,0.308303969327665
2022-07-07,9.882569,1216372,1183756.71428571,0.610472604953246
2022-07-08,8.58938,1352573.33333333,1316896,0.817534206895873
2022-07-09,9.836215,1488774.66666667,1453239.42857143,1.0245958088385
2022-07-10,8.853024,1624976,1560980.51428571,1.23165741078113
2022-07-11,9.868355,1699115,1640119.25714286,1.34436805560906
2022-07-12,10.36432,1773254,1699592.75238095,1.45707870043699
2022-07-13,11.433013,1771798.6,1739401,1.45486611229199
2022-07-14,9.067089,1770343.2,1759544,1.45265352414698
2022-07-15,8.12053,1768887.8,1749027.28571429,1.45044093600198
2022-07-16,7.8994617,1767432.4,1707850.85714286,1.44822834785697
2022-07-17,9.126755,1765977,1673477.77142857,1.44601575971197
2022-07-18,8.958517,1625498,1645908.02857143,1.23245098712556
2022-07-19,9.049098,1485019,1631749.00952381,1.01888621453916
2022-07-20,8.429389,1531187,1631000.71428571,1.0890736334471
2022-07-21,8.394436,1577355,1643663.14285714,1.15926105235505
2022-07-22,10.024723,1669774.66666667,1659220.85714286,1.29976308535769
2022-07-23,10.311473,1762194.33333333,1677673.85714286,1.44026511836033
2022-07-24,8.296111,1854614,1682154.57142857,1.58076715136297
2022-07-25,9.054383,1734402,1672663,1.39801351244073
2022-07-26,10.415519,1614190,1642591.76190476,1.2152598735185
2022-07-27,11.13663,1562552,1591940.85714286,1.13675662586713
2022-07-28,9.150897,1510914,1520710.28571429,1.05825337821576
2022-07-29,8.702468,1459276,1480788.57142857,0.979750130564389
2022-07-30,8.537309,1407638,1472175.71428571,0.90124688291302
2022-07-31,8.32813,1356000,1456645.21428571,0.822743635261651
2022-08-01,9.083699,1454950,1434197.07142857,0.973173480629461
2022-08-02,11.312663,1553900,1405857.92857143,1.12360332599727
2022-08-03,9.394877,1453838.5,1371627.78571429,0.971483710309842
2022-08-04,9.519592,1353777,1331506.64285714,0.819364094622412
2022-08-05,13.330997,1260902,1276773.71428571,0.678169836021752
2022-08-06,13.9209795,1168027,1207429,0.536975577421091
2022-08-07,10.12633,1075152,1155617.18571429,0.39578131882043
2022-08-08,9.258731,1071819.5,1121338.27142857,0.390715048383965
2022-08-09,7.9545007,1068487,1103565.61428571,0.3856487779475
2022-08-10,8.744017,1091155.8,1102299.21428571,0.420111274952794
2022-08-11,10.66451,1113824.6,1117539.07142857,0.454573771958088
2022-08-12,8.727526,1136493.4,1119185.57142857,0.489036268963381
2022-08-13,8.016883,1159162.2,1107238.71428571,0.523498765968675
2022-08-14,8.021558,1181831,1086171.95714286,0.557961262973969
2022-08-15,7.9645667,1083345,1055985.3,0.408236818801213
2022-08-16,7.744547,984859,1017086.81428571,0.258512374628458
2022-08-17,8.339061,943688.5,969476.5,0.195922461048716
2022-08-18,10.473733,902518,913154.357142857,0.133332547468975
2022-08-19,8.830613,864204,876551.642857143,0.0750852599962885
2022-08-20,12.384266,825890,859668.357142857,0.0168379725236025
2022-08-21,9.53229,787576,846788.428571429,-0.0414093149490835
2022-08-22,9.668383,827126,837911.857142857,0.0187170153621534
2022-08-23,8.746244,866676,831327.619047619,0.0788433456733904
2022-08-24,9.489114,853529,827035.714285714,0.0588564717264414
2022-08-25,8.235717,840382,825036.142857143,0.0388695977794924
2022-08-26,9.3411455,818114.333333333,815644.93877551,0.00501692821538326
2022-08-27,8.804396,795846.666666667,798862.102040816,-0.0288357413487261
2022-08-28,8.844424,773579,782215.775510204,-0.0626884109128353
2022-08-29,12.019093,761387.571428572,765705.959183674,-0.0812225666966927
2022-08-30,13.671814,749196.142857143,750635.605442177,-0.0997567224805503
2022-08-31,11.315145,737004.714285714,737004.714285714,-0.118290878264408
2022-09-01,11.311671,724813.285714286,724813.285714286,-0.136825034048265
2022-09-02,7.6174736,712621.857142857,710645.346938776,-0.155359189832123
2022-09-03,8.48074,700430.428571429,694500.897959184,-0.17389334561598
2022-09-04,11.947257,688239,676379.93877551,-0.192427501399838
2022-09-05,10.36589,662212,656282.469387755,-0.23199533955434
2022-09-06,7.1800914,636185,637551.346938776,-0.271563177708843
2022-09-07,7.0455475,610158,620186.571428572,-0.311131015863345
2022-09-08,10.686034,584131,604188.142857143,-0.350698854017847
2022-09-09,12.288369,581504,587171.357142857,-0.354692580180366
2022-09-10,10.681466,578877,569136.214285714,-0.358686306342885
2022-09-11,7.678581,576250,554299.428571429,-0.362680032505403
2022-09-12,8.205956,543094.5,542661,-0.413085052597293
2022-09-13,7.7375584,509939,535255.380952381,-0.463490072689182
2022-09-14,7.3853908,506300.5,532082.571428572,-0.469021543051696
2022-09-15,8.354043,502662,533142.571428572,-0.47455301341421
2022-09-16,8.69798,529664.666666667,533358.452380952,-0.433501907085911
2022-09-17,8.943688,556667.333333333,532730.214285714,-0.392450800757612
2022-09-18,8.191674,583670,527041.142857143,-0.351399694429313
2022-09-19,9.887584,544605.666666667,522385.824175824,-0.41078768455291
2022-09-20,13.004916,505541.333333333,514386.948717949,-0.470175674676507
2022-09-21,14.591076,466477,503044.516483517,-0.529563664800104
2022-09-22,9.194229,470074.769230769,488358.527472528,-0.524094115845544
2022-09-23,7.9111924,473672.538461538,479767.124542125,-0.518624566890985
2022-09-24,10.156206,477270.307692308,477270.307692308,-0.513155017936425
2022-09-25,12.369594,480868.076923077,480868.076923077,-0.507685468981865
2022-09-26,10.943268,484465.846153846,484465.846153846,-0.502215920027306
2022-09-27,7.3112416,488063.615384615,488063.615384615,-0.496746371072746
2022-09-28,6.885788,491661.384615385,491661.384615385,-0.491276822118186
2022-09-29,6.903929,495259.153846154,495259.153846154,-0.485807273163627
2022-09-30,8.126298,498856.923076923,498856.923076923,-0.480337724209067
2022-10-01,8.579236,502454.692307692,502454.692307692,-0.474868175254507
2022-10-02,9.345502,506052.461538462,499716.923076923,-0.469398626299947
2022-10-03,9.994543,509650.230769231,490643.615384615,-0.463929077345388
2022-10-04,6.218155,513248,475234.769230769,-0.458459528390828
2022-10-05,6.2049737,472497,453490.384615385,-0.520411692398748
2022-10-06,6.060467,431746,425410.461538462,-0.582363856406667
2022-10-07,7.262449,390995,390995,-0.644316020414587
2022-10-08,7.4122987,350244,355582.746031746,-0.706268184422506
2022-10-09,7.814894,309493,325509.238095238,-0.768220348430426
2022-10-10,7.71833,268742,300774.476190476,-0.830172512438345
2022-10-11,7.004149,265362.222222222,281378.46031746,-0.83531065744581
2022-10-12,8.261923,261982.444444444,267321.190476191,-0.840448802453275
2022-10-13,10.278589,258602.666666667,258602.666666667,-0.84558694746074
2022-10-14,7.4791565,255222.888888889,255222.888888889,-0.850725092468206
2022-10-15,6.6865654,251843.111111111,251843.111111111,-0.855863237475671
2022-10-16,9.3356695,248463.333333333,248463.333333333,-0.861001382483136
2022-10-17,8.511488,245083.555555556,235903.738095238,-0.866139527490601
2022-10-18,8.920712,241703.777777778,214164.325396825,-0.871277672498066
2022-10-19,8.404753,238324,195253.833333333,-0.876415817505531
2022-10-20,8.899491,170685.5,179172.261904762,-0.979244004427316
2022-10-21,9.940228,103047,165919.611111111,-1.0820721913491
2022-10-22,14.924283,119469.666666667,149749.142857143,-1.05710544847701
2022-10-23,10.838951,135892.333333333,130660.857142857,-1.03213870560491
2022-10-24,7.689819,152315,123307.857142857,-1.00717196273282
2022-10-25,7.339929,128510.5,127690.142857143,-1.04336102037868
2022-10-26,9.984369,104706,138629.047619048,-1.07955007802454
2022-10-27,7.660604,119214.5,156124.571428571,-1.05749336845891
2022-10-28,6.7287793,133723,173372.035714286,-1.03543665889329
2022-10-29,8.06527,196042,196118.178571429,-0.940695501404892
2022-10-30,6.738342,258361,224363,-0.845954343916498
2022-10-31,7.2609076,273047.25,252633.214285714,-0.823627407923239
2022-11-01,10.555022,287733.5,268725.833333333,-0.801300471929979
2022-11-02,16.705976,302419.75,265810.785714286,-0.77897353593672
2022-11-03,20.28996,317106,243888.071428571,-0.756646599943461
2022-11-04,9.144301,246371.333333333,228075.25,-0.864181768905667
2022-11-05,6.876558,175636.666666667,218372.321428571,-0.971716937867873
2022-11-06,9.460046,104902,201430.071428571,-1.07925210683008
2022-11-07,11.461858,162357.5,177248.5,-0.991904739669591
2022-11-08,21.994669,219813,158030.595238095,-0.904557372509104
2022-11-09,11.962991,183824,154170.112244898,-0.959270052700535
2022-11-10,8.495322,147835,165667.051020408,-1.01398273289197
2022-11-11,6.850922,111846,174208.530612245,-1.0686954130834
2022-11-12,8.218626,148613.285714286,179794.551020408,-1.01279953532095
2022-11-13,8.792492,185380.571428571,195774.326530612,-0.956903657558504
2022-11-14,7.8098693,222147.857142857,222147.857142857,-0.901007779796058
2022-11-15,7.627613,258915.142857143,258915.142857143,-0.845111902033611
2022-11-16,7.0832744,295682.428571429,320557.744897959,-0.789216024271164
2022-11-17,7.908394,332449.714285714,407075.663265306,-0.733320146508718
2022-11-18,7.5897274,369217,486348.040816327,-0.677424268746271
2022-11-19,6.6638017,580111.5,558374.87755102,-0.356809543896128
2022-11-20,8.246834,791006,630536.387755102,-0.036194819045985
2022-11-21,9.394407,777054.5,702832.571428572,-0.057404743125308
2022-11-22,6.6113267,763103,775263.428571429,-0.0786146672046309
2022-11-23,6.6133327,800813,850015.357142857,-0.021285617494473
2022-11-24,6.398277,838523,927088.357142857,0.0360434322156849
2022-11-25,8.102103,876233,1038603.28571429,0.0933724819258427
2022-11-26,9.069633,1103375,1184560.14285714,0.438687650561873
2022-11-27,7.0333085,1330517,1357578.71428571,0.784002819197902
2022-11-28,11.902156,1557659,1386728.85714286,1.12931798783393
2022-11-29,9.6545725,1784801,1398382.71428571,1.47463315646996
2022-11-30,8.448368,2011943,1365478.57142857,1.81994832510599
2022-12-01,8.880656,1042574,1288016.42857143,0.346254249569369
2022-12-02,10.142356,957810,1178732.85714286,0.2173908295314
2022-12-03,7.247804,873046,1037627.85714286,0.0885274094934303
2022-12-04,6.7241426,788282,873846.071428572,-0.040336010544539
2022-12-05,6.662767,792674,858317.642857143,-0.0336590233706591
2022-12-06,7.770861,797066,841287.392857143,-0.0269820361967791
2022-12-07,7.866516,865470.5,822755.321428572,0.0770106708013247
2022-12-08,9.381318,933875,802721.428571429,0.181003377799429
2022-12-09,7.7306714,838598.25,768449.142857143,0.0361578318707018
2022-12-10,5.8690333,743321.5,755204,-0.108687714058025
2022-12-11,18.11487,648044.75,753841.357142857,-0.253533259986752
2022-12-12,10.535492,552768,764361.214285714,-0.398378805915478
2022-12-13,9.022583,704350,772727.797619048,-0.167934573267238
2022-12-14,9.495174,855932,778941.107142857,0.0625096593810028
2022-12-15,6.8658233,1007514,783001.142857143,0.292953892029243
2022-12-16,7.644062,897164.333333333,776737.785714286,0.125193575778045
2022-12-17,8.4481,786814.666666667,724885.5,-0.0425667404731532
2022-12-18,7.718456,676465,753976,-0.210327056724351
2022-12-19,6.9171677,508924.5,864009.285714286,-0.465032377672766
2022-12-20,7.748347,341384,971741,-0.71973769862118
2022-12-21,5.755429,1059565.5,1077171.14285714,0.372085767685257
2022-12-22,7.892267,1777747,1180299.71428571,1.46390923399169
2022-12-23,6.3976855,1651286.33333333,1321722.78571429,1.2716559896079
2022-12-24,5.7332726,1524825.66666667,1501440.35714286,1.0794027452241
2022-12-25,7.139715,1398365,1627877.71428571,0.887149500840299
2022-12-26,8.511962,1498886,1701034.85714286,1.0399676765474
2022-12-27,10.147472,1599407,1841574.95238095,1.1927858522545
2022-12-28,12.611918,1944627,1961562.87301587,1.71761042241999
2022-12-29,9.70374,2289847,2060998.61904762,2.24243499258549
2022-12-30,5.045519,2635067,2107456.23809524,2.76725956275098
2022-12-31,11.358863,2364741.11111111,2100935.73015873,2.35629360353449
2023-01-01,28.247839,2094415.22222222,2006480.0952381,1.945327644318
2023-01-02,13.341933,1824089.33333333,1824089.33333333,1.53436168510152
2023-01-03,20.3593,1553763.44444444,1553763.44444444,1.12339572588503
2023-01-04,12.18661,1283437.55555556,1283437.55555556,0.712429766668542
2023-01-05,16.587357,1013111.66666667,1013111.66666667,0.301463807452055
2023-01-06,8.531859,742785.777777778,785359.761904762,-0.109502151764432
2023-01-07,6.8300595,472459.888888889,600181.841269841,-0.520468110980919
2023-01-08,6.447813,202134,457739.761904762,-0.931434070197406
2023-01-09,12.222409,229826,358033.523809524,-0.889334997151167
2023-01-10,19.54087,257518,289913.888888889,-0.847235924104927
2023-01-11,8.70428,286343,253380.857142857,-0.803414395123349
2023-01-12,7.7245426,315168,248434.428571429,-0.759592866141772
2023-01-13,7.716212,265948.333333333,252051.857142857,-0.834419615466904
2023-01-14,16.128202,216728.666666667,264233.142857143,-0.909246364792036
2023-01-15,15.45428,167509,263209.928571429,-0.984073114117168
2023-01-16,23.62987,255148,248982.214285714,-0.850838943140013
2023-01-17,15.854121,342787,247814.785714286,-0.717604772162857
2023-01-18,10.187095,279180.5,259707.642857143,-0.814303265941408
2023-01-19,8.897839,215574,284660.785714286,-0.911001759719959
2023-01-20,8.929292,257776.333333333,275523.785714286,-0.846843189962566
2023-01-21,7.597445,299978.666666667,252702.404761905,-0.782684620205172
2023-01-22,10.946807,342181,237803.142857143,-0.718526050447778
2023-01-23,7.6226864,191189,230826,-0.948073328990238
2023-01-24,9.583482,183037.333333333,232808,-0.960465991508243
2023-01-25,7.0650907,174885.666666667,243749.142857143,-0.972858654026248
2023-01-26,12.001717,166734,263649.428571429,-0.985251316544253
2023-01-27,7.868677,271650.333333333,281836,-0.825751086125951
2023-01-28,13.091484,376566.666666667,277903.095238095,-0.666250855707649
2023-01-29,16.739973,481483,281543.785714286,-0.506750625289347
2023-01-30,13.160717,318495,292758.071428571,-0.754534957141886
2023-01-31,7.4067783,155507,283764.880952381,-1.00231928899442
2023-02-01,7.017325,200370.5,254564.214285714,-0.934115050816973
2023-02-02,8.758135,245234,205156.071428571,-0.865910812639522
2023-02-03,7.3282475,208698,190728.563492064,-0.921455075705296
2023-02-04,6.1104712,172162,211281.69047619,-0.97699933877107
2023-02-05,10.295308,135626,237122.380952381,-1.03254360183684
2023-02-06,11.299632,217502.444444444,268250.634920635,-0.908070020461968
2023-02-07,6.5919414,299378.888888889,316294.952380952,-0.783596439087094
2023-02-08,8.291787,381255.333333333,381255.333333333,-0.659122857712219
2023-02-09,7.2278857,463131.777777778,463131.777777778,-0.534649276337344
2023-02-10,8.72236,545008.222222222,545008.222222222,-0.410175694962469
2023-02-11,11.287629,626884.666666667,626884.666666667,-0.285702113587594
2023-02-12,9.603957,708761.111111111,706259.19047619,-0.161228532212719
2023-02-13,13.765952,790637.555555556,783131.793650794,-0.0367549508378437
2023-02-14,19.995943,872514,810663.333333333,0.0877186305370314
2023-02-15,8.679153,936877,788853.80952381,0.185567201910537
2023-02-16,10.549147,1001240,717703.222222222,0.283415773284042
2023-02-17,7.59693,737729,627890.714285714,-0.117189774797989
2023-02-18,7.864119,474218,519416.285714286,-0.517795322880021
2023-02-19,11.317426,210707,403164.685714286,-0.918400870962053
2023-02-20,6.684353,161950,279135.914285714,-0.992524246107058
2023-02-21,17.89702,113193,194169.114285714,-1.06664762125206
2023-02-22,30.713457,123115.8,148264.285714286,-1.05156237345403
2023-02-23,15.75718,133038.6,141421.428571429,-1.03647712565599
2023-02-24,23.219725,142961.4,137627.428571429,-1.02139187785795
2023-02-25,24.155075,152884.2,136882.285714286,-1.00630663005992
2023-02-26,12.746047,162807,206519.171428571,-0.991221382261882
2023-02-27,8.444928,135392,346538.085714286,-1.03289934295676
2023-02-28,11.741231,107977,471080.6,-1.07457730365164
2023-03-01,30.132647,610574,580146.714285714,-0.310498587205709
2023-03-02,8.216046,1113171,673736.428571429,0.453580129240226
2023-03-03,7.467603,1014759,736359.071428572,0.303968184395992
2023-03-04,10.338419,916347,768014.642857143,0.154356239551758
2023-03-05,7.8473105,817935,731098.557142857,0.00474429470752441
2023-03-06,8.428433,573750.5,625610.814285714,-0.366479925365402
2023-03-07,8.91195,329566,537409.842857143,-0.737704145438328
2023-03-08,9.188743,352161.4,466495.642857143,-0.703353235604838
2023-03-09,7.966391,374756.8,412868.214285714,-0.669002325771348
2023-03-10,7.807644,397352.2,392277.214285714,-0.634651415937859
2023-03-11,15.168358,419947.6,404722.642857143,-0.600300506104369
2023-03-12,7.5423074,442543,412093.085714286,-0.565949596270879
2023-03-13,7.969063,429613.5,414388.542857143,-0.585605813407646
2023-03-14,9.55503,416684,405135.466666667,-0.605262030544413
2023-03-15,22.353828,403754.5,384333.857142857,-0.62491824768118
2023-03-16,7.6104813,390825,351983.714285714,-0.644574464817947
2023-03-17,7.9171047,332580.666666667,320669,-0.733121064685401
2023-03-18,5.074839,274336.333333333,290389.714285714,-0.821667664552854
2023-03-19,13.974458,216092,263603.985714286,-0.910214264420308
2023-03-20,15.161675,210410.5,240311.814285714,-0.918851628406737
2023-03-21,26.212729,204729,226986.747619048,-0.927488992393167
2023-03-22,13.457578,216254.4,223628.785714286,-0.909967374002039
2023-03-23,11.411823,227779.8,230237.928571429,-0.89244575561091
2023-03-24,9.857678,239305.2,237905.642857143,-0.874924137219782
2023-03-25,10.452526,250830.6,246631.928571429,-0.857402518828653
2023-03-26,11.298667,262356,263995.085714286,-0.839880900437525
2023-03-27,6.377993,264084.5,289995.114285714,-0.837253128959826
2023-03-28,9.476021,265813,312006.323809524,-0.834625357482128
2023-03-29,11.013104,337796.5,330028.714285714,-0.725191635662686
2023-03-30,14.01313,409780,344062.285714286,-0.615757913843244
2023-03-31,10.088256,393383.666666667,356302.857142857,-0.640684623170505
2023-04-01,7.2533116,376987.333333333,366750.428571429,-0.665611332497765
2023-04-02,7.7322345,360591,365368.571428571,-0.690538041825025
2023-04-03,21.166285,349768.5,352157.285714286,-0.706991068621317
2023-04-04,16.413319,338946,351095.428571429,-0.72344409541761
2023-04-05,8.780809,328123.5,362183,-0.739897122213902
2023-04-06,7.2419033,317301,385420,-0.756350149010195
2023-04-07,7.2851806,385950.666666667,396346.357142857,-0.651984724642146
2023-04-08,9.74141,454600.333333333,394962.071428571,-0.547619300274098
2023-04-09,9.3519745,523250,445000.071428571,-0.44325387590605
2023-04-10,5.969115,426253,546460.357142857,-0.590714651157606
2023-04-11,6.9529815,329256,600085.785714286,-0.738175426409162
2023-04-12,15.831309,678389.5,605876.357142857,-0.20740131405219
2023-04-13,15.402423,1027523,563832.071428572,0.323372798304782
2023-04-14,9.600537,761328.666666667,556560.928571429,-0.0813121173204902
2023-04-15,8.228156,495134.333333333,584062.928571429,-0.485997032945762
2023-04-16,8.069762,228940,546690.642857143,-0.890681948571034
2023-04-17,7.69387,375355,444444.071428571,-0.668092905523758
2023-04-18,10.813984,521770,374550.023809524,-0.445503862476483
2023-04-19,10.543636,416783.5,337008.5,-0.605110764555387
2023-04-20,9.594317,311797,331819.5,-0.764717666634292
2023-04-21,8.88352,272070.333333333,306845.595238095,-0.825112576423531
2023-04-22,7.5840535,232343.666666667,262086.785714286,-0.88550748621277
2023-04-23,12.29596,192617,233457.571428571,-0.945902396002009
2023-04-24,10.543378,200537.666666667,249132,-0.933860913820335
2023-04-25,9.15612,208458.333333333,256332.285714286,-0.921819431638661
2023-04-26,9.88221,216379,255058.428571429,-0.909777949456987
2023-04-27,8.309519,421518,245310.428571429,-0.597913087921796
2023-04-28,9.194718,322472.333333333,252976.476190476,-0.748488371610713
2023-04-29,9.593037,223426.666666667,278056.571428571,-0.89906365529963
2023-04-30,10.374436,124381,310760.571428571,-1.04963893898855
2023-05-01,16.074217,254200,322914.428571429,-0.852280150754047
2023-05-02,10.590605,384019,346255.980952381,-0.654921362519547
2023-05-03,10.128844,445307,380785.228571429,-0.561747594324475
2023-05-04,15.074646,506595,426502.171428571,-0.468573826129404
2023-05-05,9.566464,485863.2,450711.857142857,-0.500091577197583
2023-05-06,11.307873,465131.4,453414.285714286,-0.531609328265763
2023-05-07,11.546325,444399.6,479079.785714286,-0.563127079333942
2023-05-08,9.926634,423667.8,527708.357142857,-0.594644830402122
2023-05-09,12.043797,402936,568015.614285714,-0.626162581470301
2023-05-10,12.057922,624965.5,600001.557142857,-0.288619748200042
2023-05-11,8.122939,846995,623666.185714286,0.0489230850702183
2023-05-12,8.09747,768014,617984.357142857,-0.0711486644699031
2023-05-13,8.921257,689033,582956.071428572,-0.191220414010025
2023-05-14,9.456107,610052,524440.357142857,-0.311292163550146
2023-05-15,7.900723,383895,442437.214285714,-0.655109874907881
2023-05-16,10.389515,157738,367877.357142857,-0.998927586265615
2023-05-17,11.060182,215355.5,300760.785714286,-0.911333936791338
2023-05-18,8.918176,272973,241087.5,-0.82374028731706
2023-05-19,8.615645,246095,215823.5,-0.864601867749561
2023-05-20,7.48774,219217,224968.785714286,-0.905463448182062
2023-05-21,9.485345,192339,243574.071428571,-0.946325028614563
2023-05-22,8.576388,207047,271639.357142857,-0.923965026940286
2023-05-23,9.846461,221755,300869.690476191,-0.901605025266008
2023-05-24,10.731948,345592.5,331265.071428571,-0.71333967937681
2023-05-25,10.060226,469430,362825.5,-0.525074333487611
2023-05-26,11.534038,450707.333333333,378573,-0.553537677111055
2023-05-27,11.711171,431984.666666667,378507.571428571,-0.582001020734498
2023-05-28,7.7817535,413262,360494.414285714,-0.610464364357942
2023-05-29,8.415956,317279.5,324533.528571429,-0.756382834625914
2023-05-30,11.428707,221297,290990.652380952,-0.902301304893886
2023-05-31,9.765217,219500.4,259865.785714286,-0.905032606159048
2023-06-01,8.855296,217703.8,231158.928571429,-0.90776390742421
2023-06-02,11.830741,215907.2,215869.214285714,-0.910495208689373
2023-06-03,8.818315,214110.6,213996.642857143,-0.913226509954535
2023-06-04,9.06111,212314,225304.157142857,-0.915957811219697
2023-06-05,11.965382,210251.5,249791.757142857,-0.919093349936939
2023-06-06,11.554145,208189,269967.242857143,-0.922228888654181
2023-06-07,9.438393,298653,285830.614285714,-0.784699979797652
2023-06-08,11.044346,389117,297381.871428571,-0.647171070941123
2023-06-09,12.182065,357135.6,304659,-0.695791152362508
2023-06-10,10.485574,325154.2,307662,-0.744411233783893
2023-06-11,11.732601,293172.8,291296.928571429,-0.793031315205279
2023-06-12,9.381116,261191.4,255563.785714286,-0.841651396626664
2023-06-13,12.048266,229210,223951.687012987,-0.89027147804805
2023-06-14,10.270511,184097.5,196460.632467532,-0.958854261263364
2023-06-15,9.607753,138985,173090.622077922,-1.02743704447868
2023-06-16,10.702781,135850.909090909,153841.655844156,-1.03220168127325
2023-06-17,13.728663,132716.818181818,138713.733766234,-1.03696631806783
2023-06-18,9.671594,129582.727272727,129582.727272727,-1.0417309548624
2023-06-19,9.62201,126448.636363636,126448.636363636,-1.04649559165698
2023-06-20,8.931883,123314.545454545,123314.545454545,-1.05126022845155
2023-06-21,8.163155,120180.454545455,120180.454545455,-1.05602486524613
2023-06-22,10.279783,117046.363636364,117046.363636364,-1.0607895020407
2023-06-23,11.831174,113912.272727273,113912.272727273,-1.06555413883528
2023-06-24,11.108266,110778.181818182,109380.718614719,-1.07031877562985
2023-06-25,11.984912,107644.090909091,103451.701298701,-1.07508341242443
2023-06-26,10.107547,104510,96125.2207792208,-1.079848049219
2023-06-27,8.135446,91593.6666666667,91042.1341991342,-1.09948424958335
