Date,avg_wind_speed_m_s,Mean viral gene copies/L,smoothed,zscore,Mean viral gene copies/ML
2022-12-24,8.683684,3732809.18181818,3732809.18181818,-0.183757441614021,3.73280918181818
2022-12-25,9.183211,3766901.90909091,3766901.90909091,-0.177435783334039,3.76690190909091
2022-12-26,8.07257,3800994.63636364,3800994.63636364,-0.171114125054058,3.80099463636364
2022-12-27,10.001637,3835087.36363636,3835087.36363636,-0.164792466774077,3.83508736363636
2022-12-28,12.093894,3869180.09090909,3869180.09090909,-0.158470808494095,3.86918009090909
2022-12-29,9.731959,3903272.81818182,3903272.81818182,-0.152149150214114,3.90327281818182
2022-12-30,4.613829,3937365.54545455,3707699.44155844,-0.145827491934132,3.93736554545455
2022-12-31,11.169006,3971458.27272727,3487625.53246753,-0.139505833654151,3.97145827272727
2023-01-01,29.738832,4005551,3442769.09090909,-0.13318417537417,4.005551
2023-01-02,13.710069,2431981,3337606.75974026,-0.424964053823141,2.431981
2023-01-03,19.257729,2294570,3172138.53896104,-0.450443546236921,2.29457
2023-01-04,12.304531,3555185,2946364.42857143,-0.216693480163629,3.555185
2023-01-05,16.006992,3167136.5,2660284.42857143,-0.288647536330375,3.1671365
2023-01-06,10.111032,2779088,2497916.14285714,-0.36060159249712,2.779088
2023-01-07,7.790241,2391039.5,2375356.14285714,-0.432555648663866,2.3910395
2023-01-08,7.372734,2002991,2092886.42857143,-0.504509704830611,2.002991
2023-01-09,13.398192,1295403,1879533.85714286,-0.63571450705228,1.295403
2023-01-10,20.487074,1436650,1735298.42857143,-0.60952372272665,1.43665
2023-01-11,10.396396,1577897,1660180.14285714,-0.58333293840102,1.577897
2023-01-12,8.330907,1673668.5,1654179,-0.565574467771257,1.6736685
2023-01-13,8.230095,1769440,1731737.71428571,-0.547815997141494,1.76944
2023-01-14,15.994129,1865211.5,1696899.85714286,-0.530057526511731,1.8652115
2023-01-15,16.030645,1960983,1876505,-0.512299055881969,1.960983
2023-01-16,23.969984,1838314,1991357.10714286,-0.535045006751302,1.838314
2023-01-17,17.023096,1192785,2041456.17857143,-0.654742492821376,1.192785
2023-01-18,10.291158,2835133,2026802.21428571,-0.35020942482255,2.835133
2023-01-19,10.085566,2477633.25,1947395.21428571,-0.416498966184255,2.47763325
2023-01-20,10.748027,2120133.5,1872209.78571429,-0.48278850754596,2.1201335
2023-01-21,10.351217,1762633.75,1892759.21428571,-0.549078048907665,1.76263375
2023-01-22,12.470863,1405134,1665192.78571429,-0.61536759026937,1.405134
2023-01-23,10.956909,1312016,1498691.64285714,-0.632634034546657,1.312016
2023-01-24,10.003616,1336631,1393255.78571429,-0.628069787828671,1.336631
2023-01-25,8.8887415,1242168,1348885.21428571,-0.645585629296115,1.242168
2023-01-26,18.342241,1312125.25,1365579.92857143,-0.632613776819501,1.31212525
2023-01-27,10.446502,1382082.5,1428798.78571429,-0.619641924342888,1.3820825
2023-01-28,14.832635,1452039.75,1485858.92857143,-0.606670071866275,1.45203975
2023-01-29,17.780455,1521997,1475717.35714286,-0.593698219389662,1.521997
2023-01-30,12.515092,1754548,1529274.35714286,-0.550577352498969,1.754548
2023-01-31,8.511747,1736052,1646529.92857143,-0.55400698107081,1.736052
2023-02-01,9.070931,1171177,1827484.07142857,-0.65874916530085,1.171177
2023-02-02,8.172614,1687024.25,2072136.78571429,-0.563097972215549,1.68702425
2023-02-03,9.371638,2202871.5,2393811.92857143,-0.467446779130249,2.2028715
2023-02-04,8.672568,2718718.75,2778340.51785714,-0.371795586044948,2.71871875
2023-02-05,10.697597,3234566,3303776.69642857,-0.276144392959648,3.234566
2023-02-06,12.613599,4006274,3815731.57142857,-0.133050112795372,4.006274
2023-02-07,9.735335,4427752.125,4314205.14285714,-0.0548973543661947,4.427752125
2023-02-08,9.637374,4849230.25,4799197.41071429,0.0232554040629826,4.84923025
2023-02-09,11.033252,5270708.375,5270708.375,0.10140816249216,5.270708375
2023-02-10,11.123065,5692186.5,5692186.5,0.179560920921337,5.6921865
2023-02-11,12.196205,6113664.625,6113664.625,0.257713679350515,6.113664625
2023-02-12,10.571369,6535142.75,6717454.44642857,0.335866437779692,6.53514275
2023-02-13,13.377266,6956620.875,7016282.46428572,0.414019196208869,6.956620875
2023-02-14,21.129244,7378099,7010148.67857143,0.492171954638046,7.378099
2023-02-15,11.646293,9075759,6699053.08928572,0.806961273478442,9.075759
2023-02-16,12.050949,7362504.5,6082995.69642857,0.489280337922888,7.3625045
2023-02-17,8.939573,5649250,5465734.42857143,0.171599402367333,5.64925
2023-02-18,9.264709,3935995.5,4615501.85714286,-0.146081533188221,3.9359955
2023-02-19,11.173717,2222741,3555952.77142857,-0.463762468743776,2.222741
2023-02-20,9.008028,2635792,2774360.67142857,-0.38717231350872,2.635792
2023-02-21,18.504887,1426471,2270725.55714286,-0.611411168078768,1.426471
2023-02-22,32.807102,1658915.4,2045047.42857143,-0.568310067537867,1.6589154
2023-02-23,15.446282,1891359.8,2097326.28571429,-0.525208966996967,1.8913598
2023-02-24,24.579855,2123804.2,1995365.57142857,-0.482107866456067,2.1238042
2023-02-25,24.331635,2356248.6,1956169.28571429,-0.439006765915167,2.3562486
2023-02-26,12.880608,2588693,1929929.65714286,-0.395905665374267,2.588693
2023-02-27,10.332365,1922067,1922257.97142857,-0.519515071534097,1.922067
2023-02-28,12.351123,1152097,1933154.22857143,-0.662287082318082,1.152097
2023-03-01,30.716852,1475238,1962618.42857143,-0.602368526612343,1.475238
2023-03-02,9.924287,1837658,2010650.57142857,-0.535166645826947,1.837658
2023-03-03,8.684609,2200078,2176687,-0.46796476504155,2.200078
2023-03-04,11.480679,2562498,2475491.14285714,-0.400762884256154,2.562498
2023-03-05,8.147415,2924918,3145631.57142857,-0.333561003470757,2.924918
2023-03-06,10.439694,3084322,3613554.14285714,-0.304003449790731,3.084322
2023-03-07,9.034085,3243726,3879258.85714286,-0.274445896110704,3.243726
2023-03-08,10.432086,6166221,3942745.71428571,0.267458967268573,6.166221
2023-03-09,9.231482,5113116,3804014.71428571,0.0721865301389855,5.113116
2023-03-10,8.090119,4060011,3758506.57142857,-0.123085906990602,4.060011
2023-03-11,14.476493,3006906,3628517,-0.318358344120189,3.006906
2023-03-12,8.6674185,1953801,2907916,-0.513630781249776,1.953801
2023-03-13,8.944639,2765765,2406818.78571429,-0.363072015370317,2.765765
2023-03-14,9.248394,2333799,2125225.35714286,-0.443169492428273,2.333799
2023-03-15,21.916239,1122014,2063135.71428571,-0.667865235233669,1.122014
2023-03-16,8.546398,1605435.5,2220549.85714286,-0.578226600467107,1.6054355
2023-03-17,10.372335,2088857,2034882.57142857,-0.488587965700544,2.088857
2023-03-18,8.752047,2572278.5,1986466.14285714,-0.398949330933982,2.5722785
2023-03-19,13.471378,3055700,2052432.42857143,-0.30931069616742,3.0557
2023-03-20,16.891527,1466094,2044679.32142857,-0.604064056654564,1.466094
2023-03-21,27.416353,1994884,1963206.82142857,-0.506012948712095,1.994884
2023-03-22,14.063029,1583778,1808014.92857143,-0.58224245150488,1.583778
2023-03-23,13.525981,1551163.75,1579103.64285714,-0.588289962515324,1.55116375
2023-03-24,10.328755,1518549.5,1751574.5,-0.594337473525768,1.5185495
2023-03-25,11.338841,1485935.25,1691430.78571429,-0.600384984536212,1.48593525
2023-03-26,12.308556,1453321,1777705.5,-0.606432495546656,1.453321
2023-03-27,11.956267,2673390,1857916.70714286,-0.380200688560403,2.67339
2023-03-28,9.762118,1573878,1932064.40714286,-0.584078163164765,1.573878
2023-03-29,11.580001,2187701,2000148.6,-0.470259775467247,2.187701
2023-03-30,13.956174,2112642.2,2062169.28571429,-0.484177584996232,2.1126422
2023-03-31,12.039143,2037583.4,1939171.71428571,-0.498095394525218,2.0375834
2023-04-01,8.74503,1962524.6,2010278.5,-0.512013204054203,1.9625246
2023-04-02,8.270051,1887465.8,2030727.5,-0.525931013583189,1.8874658
2023-04-03,20.988235,1812407,2038381.75714286,-0.539848823112174,1.812407
2023-04-04,17.539755,2071625.5,2033241.27142857,-0.491783123828555,2.0716255
2023-04-05,10.956146,2330844,2015306.04285714,-0.443717424544936,2.330844
2023-04-06,8.611361,2166222,1984576.07142857,-0.474242528067516,2.166222
2023-04-07,8.259124,2001600,1941051.35714286,-0.504767631590096,2.0016
2023-04-08,9.8174305,1836978,1897588.14285714,-0.535292735112676,1.836978
2023-04-09,9.006372,1672356,1830490.57142857,-0.565817838635257,1.672356
2023-04-10,6.367932,1507734,1786993.46428571,-0.596342942157837,1.507734
2023-04-11,7.16614,1767383,1767096.82142857,-0.548197417230826,1.767383
2023-04-12,16.019253,1861161,1770800.64285714,-0.530808592176213,1.861161
2023-04-13,16.835104,1861742.25,1798104.92857143,-0.530700813650727,1.86174225
2023-04-14,10.452923,1862323.5,1850252.35714286,-0.530593035125241,1.8623235
2023-04-15,9.250664,1862904.75,1841321.21428571,-0.530485256599756,1.86290475
2023-04-16,8.279171,1863486,1737133.07142857,-0.53037747807427,1.863486
2023-04-17,7.1413093,1872766,1668951.03571429,-0.528656730174903,1.872766
2023-04-18,10.183822,1704865,1636775.10714286,-0.559789843650288,1.704865
2023-04-19,11.341168,1131844,1640605.28571429,-0.666042503353198,1.131844
2023-04-20,11.370929,1384468,1680441.57142857,-0.619199592003024,1.384468
2023-04-21,10.012035,1637092,1697396.57142857,-0.57235668065285,1.637092
2023-04-22,7.378977,1889716,1716781.85714286,-0.525513769302676,1.889716
2023-04-23,12.129224,2142340,1716020.57142857,-0.478670857952502,2.14234
2023-04-24,10.985354,1991451,1706951.60714286,-0.506649514179608,1.991451
2023-04-25,9.667476,1840562,1689574.96428571,-0.534628170406714,1.840562
2023-04-26,10.353382,1126515,1663890.64285714,-0.667030635417392,1.126515
2023-04-27,8.758707,1320985.25,1629898.64285714,-0.630970907596615,1.32098525
2023-04-28,10.209135,1515455.5,1589414.35714286,-0.594911179775837,1.5154555
2023-04-29,9.953734,1709925.75,1545114.42857143,-0.558851451955059,1.70992575
2023-04-30,10.342829,1904396,1577450,-0.522791724134282,1.904396
2023-05-01,15.48133,1708061,1577102.60714286,-0.559197224007359,1.708061
2023-05-02,10.674987,1530462.5,1544072.25,-0.59212850049504,1.5304625
2023-05-03,12.314313,1352864,1528861.92857143,-0.625059776982721,1.352864
2023-05-04,16.882998,1318553.5,1531471.64285714,-0.631421815862163,1.3185535
2023-05-05,10.021789,1284243,1543192.5,-0.637783854741605,1.284243
2023-05-06,11.825795,1603453.5,1704056.42857143,-0.578594113649924,1.6034535
2023-05-07,12.362255,1922664,1797918.57142857,-0.519404372558244,1.922664
2023-05-08,10.6362705,1790107,1888962.82142857,-0.54398380998242,1.790107
2023-05-09,13.120117,2656510,1977189.17857143,-0.383330669653216,2.65651
2023-05-10,12.135934,2009899,2012094.64285714,-0.503228786027936,2.009899
2023-05-11,11.410102,1955863.25,1993679.21428571,-0.513248387676988,1.95586325
2023-05-12,10.1912775,1901827.5,2024952.78571429,-0.523267989326041,1.9018275
2023-05-13,9.547299,1847791.75,1946482.21428571,-0.533287590975093,1.84779175
2023-05-14,9.512075,1793756,1990703.35714286,-0.543307192624145,1.793756
2023-05-15,9.242451,2009022,2010839.03571429,-0.503391404121443,2.009022
2023-05-16,11.119736,2107216,2006889.25,-0.485183740411269,2.107216
2023-05-17,10.147056,2319447,1978854,-0.445830718058845,2.319447
2023-05-18,9.231863,2096813,1926733.28571429,-0.48711272105751,2.096813
2023-05-19,8.873414,1874179,1834789.42857143,-0.528394724056174,1.874179
2023-05-20,8.351273,1651545,1863195.57142857,-0.569676727054839,1.651545
2023-05-21,9.78424,1428911,1677480.85714286,-0.610958730053503,1.428911
2023-05-22,8.938331,1365415,1533943.82142857,-0.622732502533911,1.365415
2023-05-23,9.723713,2306059,1432584.46428571,-0.448313193584354,2.306059
2023-05-24,9.127014,1019444,1373402.78571429,-0.686884320582596,1.019444
2023-05-25,10.623012,1092053.75,1356398.78571429,-0.673420627178928,1.09205375
2023-05-26,10.659781,1164663.5,1328597.64285714,-0.65995693377526,1.1646635
2023-05-27,12.995762,1237273.25,1213178.64285714,-0.646493240371592,1.23727325
2023-05-28,9.314078,1309883,1283987.5,-0.633029546967923,1.309883
2023-05-29,8.707498,1170807,1347538.47857143,-0.65881777270632,1.170807
2023-05-30,11.420312,1498126,1403831.57857143,-0.598124509595026,1.498126
2023-05-31,9.591836,1515106,1452866.8,-0.594975985960193,1.515106
2023-06-01,9.467797,1536910.6,1494644.14285714,-0.59093285884311,1.5369106
2023-06-02,12.974246,1558715.2,1559404.42857143,-0.586889731726027,1.5587152
2023-06-03,10.410343,1580519.8,1535634.85714286,-0.582846604608944,1.5805198
2023-06-04,10.306093,1602324.4,1515898.20238095,-0.578803477491861,1.6023244
2023-06-05,12.217734,1624129,1499505.23571429,-0.574760350374778,1.624129
2023-06-06,10.808956,1331739,1486455.95714286,-0.628976888984242,1.331739
2023-06-07,9.095558,1376949.41666667,1476750.36666667,-0.620593728476844,1.37694941666667
2023-06-08,11.595455,1422159.83333333,1470388.46428571,-0.612210567969445,1.42215983333333
2023-06-09,12.619519,1467370.25,1467370.25,-0.603827407462046,1.46737025
2023-06-10,11.065667,1512580.66666667,1512580.66666667,-0.595444246954648,1.51258066666667
2023-06-11,12.425747,1557791.08333333,1557791.08333333,-0.587061086447249,1.55779108333333
2023-06-12,10.618279,1603001.5,1603001.5,-0.57867792593985,1.6030015
2023-06-13,13.336061,1648211.91666667,1648211.91666667,-0.570294765432452,1.64821191666667
2023-06-14,10.611234,1693422.33333333,1693422.33333333,-0.561911604925053,1.69342233333333
2023-06-15,10.026582,1738632.75,1738632.75,-0.553528444417654,1.73863275
2023-06-16,11.471149,1783843.16666667,1708695.25,-0.545145283910255,1.78384316666667
2023-06-17,14.358535,1829053.58333333,1603609.83333333,-0.536762123402857,1.82905358333333
2023-06-18,9.147487,1874264,1512723.92857143,-0.528378962895458,1.874264
2023-06-19,8.547603,1393439,1401595.14285714,-0.617536140558496,1.393439
2023-06-20,9.174979,912614,1270223.47619048,-0.706693318221534,0.912614
2023-06-21,9.093955,1057221,1118608.92857143,-0.679879504484064,1.057221
2023-06-22,10.614623,960731.25,946751.5,-0.697771156921879,0.96073125
2023-06-23,14.25298,864241.5,875507.357142857,-0.715662809359693,0.8642415
2023-06-24,12.211643,767751.75,864539.142857143,-0.733554461797508,0.76775175
2023-06-25,11.325687,671262,824499.428571429,-0.751446114235322,0.671262
2023-06-26,10.655847,894730,789830.607142857,-0.710009466436219,0.89473
2023-06-27,8.59199,835836.5,760532.678571429,-0.720929818420201,0.8358365
2023-06-28,8.192117,776943,736605.642857143,-0.731850170404183,0.776943
2023-06-29,9.225819,718049.5,718049.5,-0.742770522388165,0.7180495
2023-06-30,8.776807,659156,692959.928571429,-0.753690874372147,0.659156
2023-07-01,8.289651,600262.5,674730,-0.764611226356129,0.6002625
2023-07-02,9.338073,541369,703921.857142857,-0.775531578340111,0.541369
2023-07-03,10.46871,719103,740262.107142857,-0.742575176707994,0.719103
2023-07-04,12.293893,708227,783750.75,-0.744591863577985,0.708227
2023-07-05,11.083538,981286,834387.785714286,-0.693959783766221,0.981286
2023-07-06,10.509891,972431.25,892173.214285714,-0.695601679505651,0.97243125
2023-07-07,8.949277,963576.5,944531.928571429,-0.697243575245082,0.9635765
2023-07-08,8.332856,954721.75,994975.357142857,-0.698885470984513,0.95472175
2023-07-09,9.917317,945867,977755.071428572,-0.700527366723944,0.945867
2023-07-10,8.690307,1085614,956942.321428572,-0.674614720528599,1.085614
2023-07-11,7.575969,1061331,932537.107142857,-0.679117406007082,1.061331
2023-07-12,11.462544,860744,904539.428571429,-0.716311334766809,0.860744
2023-07-13,11.841588,826742,872949.285714286,-0.722616169904122,0.826742
2023-07-14,8.4424715,792740,827835.714285714,-0.728921005041435,0.79274
2023-07-15,7.9930367,758738,817868.857142857,-0.735225840178749,0.758738
2023-07-16,7.8913198,724736,878405.857142857,-0.741530675316062,0.724736
2023-07-17,7.962768,769819,983411.821428572,-0.733171141097619,0.769819
2023-07-18,9.549022,991563,1132886.75,-0.692054166722924,0.991563
2023-07-19,11.129543,1284503,1326830.64285714,-0.637735644132355,1.284503
2023-07-20,10.515582,1561783.75,1565243.5,-0.586320744552902,1.56178375
2023-07-21,9.89331,1839064.5,1720579.64285714,-0.534905844973449,1.8390645
2023-07-22,7.9161015,2116345.25,1732578.5,-0.483490945393996,2.11634525
2023-07-23,8.4595,2393626,1787314.21428571,-0.432076045814543,2.393626
2023-07-24,9.108495,1857172,1826858.67857143,-0.531548254177352,1.857172
2023-07-25,8.788342,1075555,1851211.89285714,-0.676479914830294,1.075555
2023-07-26,8.015906,1667653,1860373.85714286,-0.566689894386412,1.667653
2023-07-27,8.560314,1838595,1854344.57142857,-0.534992902208229,1.838595
2023-07-28,8.887399,2009537,1759355.71428571,-0.503295910030045,2.009537
2023-07-29,9.643552,2180479,1768773.85714286,-0.471598917851862,2.180479
2023-07-30,9.321067,2351421,1821566.42857143,-0.439901925673678,2.351421
2023-07-31,9.523276,1192250,1820129.32142857,-0.654841695421178,1.19225
2023-08-01,9.359496,1141482,1764462.53571429,-0.664255373153403,1.141482
2023-08-02,11.688763,2037201,1654566.07142857,-0.498166301205899,2.037201
2023-08-03,9.676112,1828535.25,1490439.92857143,-0.536858235578989,1.82853525
2023-08-04,9.01722,1619869.5,1507045.5,-0.575550169952079,1.6198695
2023-08-05,7.461699,1411203.75,1474054.92857143,-0.614242104325169,1.41120375
2023-08-06,7.8583126,1202538,1478906.21428571,-0.652934038698259,1.202538
2023-08-07,8.775352,1308489,1509860.53571429,-0.633288030003669,1.308489
2023-08-08,8.926236,910548,1566917.89285714,-0.707076407139648,0.910548
2023-08-09,9.062906,2071160,1650078.28571429,-0.491869439361653,2.07116
2023-08-10,10.14051,2045215.5,1759341.71428571,-0.496680209175783,2.0452155
2023-08-11,9.666183,2019271,1818463.28571429,-0.501490978989912,2.019271
2023-08-12,10.772513,1993326.5,2002771.14285714,-0.506301748804041,1.9933265
2023-08-13,9.419698,1967382,2000081.85714286,-0.51111251861817,1.967382
2023-08-14,10.638785,1722340,2000636.28571429,-0.556549534432461,1.72234
2023-08-15,12.85008,2200703,2004434.42857143,-0.467848874153931,2.200703
2023-08-16,12.320557,2052335,2011476.28571429,-0.495360072896737,2.052335
2023-08-17,11.5677595,2049096.5,2021761.85714286,-0.495960573120024,2.0490965
2023-08-18,10.655151,2045858,1965171.57142857,-0.49656107334331,2.045858
2023-08-19,9.121925,2042619.5,1837953.61904762,-0.497161573566597,2.0426195
2023-08-20,22.038063,2039381,1729641,-0.497762073789883,2.039381
2023-08-21,8.687871,1326208,1619500.92857143,-0.630002476983315,1.326208
2023-08-22,9.170703,1310177.33333333,1507533.4047619,-0.632974970085914,1.31017733333333
2023-08-23,9.171065,1294146.66666667,1393738.42857143,-0.635947463188512,1.29414666666667
2023-08-24,10.2116,1278116,1278116,-0.638919956291111,1.278116
2023-08-25,12.3089075,1262085.33333333,1285090.85714286,-0.64189244939371,1.26208533333333
2023-08-26,12.298579,1246054.66666667,1525212.52380952,-0.644864942496308,1.24605466666667
2023-08-27,11.462314,1230024,1795441.28571429,-0.647837435598907,1.230024
2023-08-28,8.671964,1375032,2218079.14285714,-0.62094926626794,1.375032
2023-08-29,7.3439317,2991029,2793126.0952381,-0.321302343516551,2.991029
2023-08-30,7.2417436,3185748,3520582.14285714,-0.285196491122501,3.185748
2023-08-31,9.725009,4236581,4400447.28571429,-0.0903453405475868,4.236581
2023-09-01,11.025491,5287414,5288794.14285714,0.104505810027328,5.287414
2023-09-02,8.074914,6338247,5416179.57142857,0.299356960602242,6.338247
2023-09-03,12.621407,7389080,5502765,0.494208111177157,7.38908
2023-09-04,8.896665,7593460,5606718.03571429,0.532105358555666,7.59346
2023-09-05,8.6066675,3882727,5728038.67857143,-0.155958867183633,3.882727
2023-09-06,9.7732725,3791846,5866726.92857143,-0.172810514795954,3.791846
2023-09-07,9.619907,4964252.25,6022782.78571429,0.0445834067441202,4.96425225
2023-09-08,10.3754225,6136658.5,5557233.21428572,0.261977328284195,6.1366585
2023-09-09,11.457179,7309064.75,5378693.92857143,0.479371249824269,7.30906475
2023-09-10,9.363851,8481471,5248554.35714286,0.696765171364343,8.481471
2023-09-11,9.781306,4334613,4995959.28571429,-0.0721677157554837,4.334613
2023-09-12,9.479133,2632952,4620908.71428572,-0.387698921702061,2.632952
2023-09-13,8.467628,2880869,4123402.64285714,-0.341728807804723,2.880869
2023-09-14,10.809021,3196086.75,3503441.07142857,-0.283279424059508,3.19608675
2023-09-15,10.166896,3511304.5,3454265.21428571,-0.224830040314293,3.5113045
2023-09-16,11.4544,3826522.25,3920758.07142857,-0.166380656569078,3.82652225
2023-09-17,11.443848,4141740,4014104.35714286,-0.107931272823862,4.14174
2023-09-18,13.648624,3990382,4057677.32142857,-0.135996893573037,3.990382
2023-09-19,10.037354,5898402,4051476.96428571,0.217798516658606,5.898402
2023-09-20,9.343514,3534293,3995503.28571429,-0.220567388042246,3.534293
2023-09-21,9.4316,3501097.5,3889756.28571429,-0.226722677578176,3.5010975
2023-09-22,9.448309,3467902,4294388.42857143,-0.232877967114106,3.467902
2023-09-23,11.197766,3434706.5,4352364.42857143,-0.239033256650035,3.4347065
2023-09-24,9.900407,3401511,5784877.28571429,-0.245188546185965,3.401511
2023-09-25,11.237865,6822807,6905778.71428572,0.389206702209692,6.822807
2023-09-26,8.130587,6304234,7715068.71428572,0.293050085785307,6.304234
2023-09-27,8.103229,13561883,8212747.28571429,1.63880270120458,13.561883
2023-09-28,9.431803,11347407.5,8398814.42857143,1.22818265111578,11.3474075
2023-09-29,11.504718,9132932,8358507,0.817562601026987,9.132932
2023-09-30,12.986534,6918456.5,8479063,0.406942550938191,6.9184565
2023-10-01,7.622105,4703981,7612501.71428572,-0.0036774991506045,4.703981
2023-10-02,11.872948,6540655,6997306.32142857,0.336888549052136,6.540655
2023-10-03,8.495731,7148126,6633476.82142857,0.449529114480605,7.148126
2023-10-04,8.249841,7495954,6521013.21428572,0.514025267534583,7.495954
2023-10-05,8.71939,7041039.75,6659915.5,0.429672601577743,7.04103975
2023-10-06,8.436648,6586125.5,6352304.07142857,0.345319935620903,6.5861255
2023-10-07,7.249193,6131211.25,7790080.64285714,0.260967269664063,6.13121125
2023-10-08,11.032094,5676297,8430895.35714286,0.176614603707222,5.676297
2023-10-09,10.730435,4387375,8841450.71428572,-0.0623842997353991,4.387375
2023-10-10,7.4703355,17212562,9021746.71428572,2.31573138875976,17.212562
2023-10-11,10.467106,11981657,8971783.35714286,1.34578863115882,11.981657
2023-10-12,8.224641,9914927.25,8691560.64285714,0.962564398845116,9.91492725
2023-10-13,7.0632844,7848197.5,8634734.78571429,0.579340166531413,7.8481975
2023-10-14,10.05645,5781467.75,6980521.64285714,0.196115934217709,5.78146775
2023-10-15,8.770156,3714738,6223730.78571429,-0.187108298095994,3.714738
2023-10-16,7.376104,3989594,5724065.32142857,-0.136143008804147,3.989594
2023-10-17,7.508838,5633070,5481525.25,0.168599219068653,5.63307
2023-10-18,6.9767723,6684121,5496110.57142857,0.363490792385169,6.684121
2023-10-19,10.118492,6417269,5767821.28571429,0.314009648156526,6.417269
2023-10-20,11.508864,6150417,6003509.71428572,0.264528503927884,6.150417
2023-10-21,10.293859,5883565,6200285.28571429,0.215047359699241,5.883565
2023-10-22,8.614648,5616713,6362066,0.165566215470599,5.616713
2023-10-23,10.330707,5639413,6412079.21428572,0.16977537250892,5.639413
2023-10-24,9.33241,7010499,6350324.92857143,0.424009570176064,7.010499
2023-10-25,10.4384165,7816586,6176803.14285714,0.573478590861064,7.816586
2023-10-26,8.80923,6767361.5,5891513.85714286,0.378925697074526,6.7673615
2023-10-27,7.327803,5718137,5651769.71428572,0.184372803287988,5.718137
2023-10-28,8.57859,4668912.5,5299429.92857143,-0.0101800904985507,4.6689125
2023-10-29,10.40622,3619688,4915208.64285714,-0.204732984285089,3.619688
2023-10-30,9.44481,3961204,4788224.5,-0.141407236483352,3.961204
2023-10-31,10.469523,4544120.5,4918477.5,-0.0333196995349483,4.5441205
2023-11-01,9.555925,5127037,5305967.64285714,0.0747678374134557,5.127037
2023-11-02,8.057565,5878472.5,5950694.92857143,0.214103080746922,5.8784725
2023-11-03,9.115962,6629908,6146905.64285714,0.353438324080388,6.629908
2023-11-04,10.538487,7381343.5,6266351.28571429,0.492773567413854,7.3813435
2023-11-05,7.8220296,8132779,6450734.28571429,0.63210881074732,8.132779
2023-11-06,6.1639504,5334679,6352384.64285714,0.113269942512626,5.334679
2023-11-07,8.319184,5380240,5971302.35714286,0.12171811008192,5.38024
2023-11-08,11.885101,6417718,5307487.42857143,0.314092904170192,6.417718
2023-11-09,11.948761,5190025,4360939.85714286,0.0864474137804072,5.190025
2023-11-10,10.323497,3962332,3859266.85714286,-0.141198076609378,3.962332
2023-11-11,10.75964,2734639,4189329.28571429,-0.368843566999162,2.734639
2023-11-12,9.082336,1506946,4293075.02857143,-0.596489057388947,1.506946
2023-11-13,8.016225,1822968,4494099.94285714,-0.537890545249544,1.822968
2023-11-14,7.782986,7690677,4792404.02857143,0.550131861630314,7.690677
2023-11-15,10.099155,7143938.2,5187987.28571429,0.448752589905932,7.1439382
2023-11-16,7.2609982,6597199.4,5680849.71428572,0.347373318181549,6.5971994
2023-11-17,8.497071,6050460.6,6055958.28571429,0.245994046457166,6.0504606
2023-11-18,6.9103723,5503721.8,5467419.28571429,0.144614774732784,5.5037218
2023-11-19,9.074369,4956983,5002312.54285714,0.0432355030084013,4.956983
2023-11-20,11.633435,4448728,4613920.62857143,-0.0510078939304588,4.448728
2023-11-21,8.32593,3570904,4302243.54285714,-0.213778777983656,3.570904
2023-11-22,11.070037,3888191,4067281.28571429,-0.154945702687712,3.888191
2023-11-23,16.215528,3878456,3909033.85714286,-0.156750819153266,3.878456
2023-11-24,13.364482,3868721,4172526,-0.158555935618819,3.868721
2023-11-25,11.277766,3858986,4819950.85714286,-0.160361052084372,3.858986
2023-11-26,10.787574,3849251,4918516,-0.162166168549926,3.849251
2023-11-27,10.011419,6293173,5266533.32142857,0.290999095212581,6.293173
2023-11-28,8.880229,8102878,5864002.82142857,0.626564405258208,8.102878
2023-11-29,9.628104,4578147,6710924.5,-0.0270103214748404,4.578147
2023-11-30,11.357249,6314577.25,7807298.35714286,0.294967987262691,6.31457725
2023-12-01,10.7238455,8051007.5,7984173.21428572,0.616946296000223,8.0510075
2023-12-02,9.208583,9787437.75,7872471.07142857,0.938924604737755,9.78743775
2023-12-03,10.242581,11523868,8235265.21428572,1.26090291347529,11.523868
2023-12-04,9.313729,7531297,8499425.5,0.520578758160372,7.531297
2023-12-05,9.165051,7320963,8664951.92857143,0.481577487830049,7.320963
2023-12-06,7.876383,7117706,8731844.5,0.443888473198414,7.117706
2023-12-07,7.704492,8163699.25,8700103.21428572,0.637842211095962,8.16369925
2023-12-08,9.297273,9209692.5,8819583.35714286,0.83179594899351,9.2096925
2023-12-09,11.517924,10255685.75,9712292.35714286,1.02574968689106,10.25568575
2023-12-10,8.845994,11301679,10067852.5,1.21970342478861,11.301679
2023-12-11,8.4977255,8367658,10309912.1071429,0.675661348016216,8.367658
2023-12-12,12.762462,13569926,10438471.1785714,1.64029407785917,13.569926
2023-12-13,9.070337,9606627,10453529.7142857,0.905397695444067,9.606627
2023-12-14,9.954592,9858116.5,10355087.7142857,0.952030241655035,9.8581165
2023-12-15,9.606565,10109606,10769967.8571429,0.998662787866003,10.109606
2023-12-16,9.952709,10361095.5,10102400.2857143,1.04529533407697,10.3610955
2023-12-17,7.4306297,10612585,10352364.1428571,1.09192788028794,10.612585
2023-12-18,6.5406127,11271819,10558873,1.21416662174172,11.271819
